,학교명주소,서울대 계수시정시	,KAIST 계수시정시,서울대 + KAIST,서울대 계수시정시
10,안양여자고등학교(일반고)경기도 안양시 만안구 안양동,1 명1 명0 명,0 명0 명0 명,1 명,
11,관양고등학교(일반고)경기도 안양시 동안구 관양동,1 명1 명0 명,0 명0 명0 명,1 명,
12,안양고등학교(일반고)경기도 안양시 만안구 박달동,0 명0 명0 명,0 명0 명0 명,0 명,
13,성문고등학교(일반고)경기도 안양시 만안구 안양동,0 명0 명0 명,0 명0 명0 명,0 명,
0,가온고등학교(일반고)경기도 안성시 발화동,1 명0 명1 명,0 명0 명0 명,1 명,
1,안법고등학교(일반고)경기도 안성시 구포동,1 명1 명0 명,0 명0 명0 명,1 명,
2,경기창조고등학교(일반고)경기도 안성시 공도읍 만정리,1 명1 명0 명,0 명0 명0 명,1 명,
3,안성고등학교(일반고)경기도 안성시 금산동,0 명0 명0 명,1 명1 명0 명,1 명,
4,안성여자고등학교(일반고)경기도 안성시 신소현동,0 명0 명0 명,0 명0 명0 명,0 명,
0,안산동산고등학교(자율형사립고)경기도 안산시 상록구 본오동,33 명17 명16 명,4 명3 명1 명,37 명,
1,한국디지털미디어고등학교(특성화고)경기도 안산시 단원구 와동,1 명1 명0 명,1 명1 명0 명,2 명,
2,경안고등학교(일반고)경기도 안산시 단원구 고잔동,0 명0 명0 명,1 명1 명0 명,1 명,
3,안산고등학교(일반고)경기도 안산시 상록구 장상동,1 명1 명0 명,0 명0 명0 명,1 명,
4,부곡고등학교(일반고)경기도 안산시상록구 부곡동,1 명1 명0 명,0 명0 명0 명,1 명,
5,안산강서고등학교(일반고)경기도 안산시 단원구 와동,0 명0 명0 명,0 명0 명0 명,0 명,
6,양지고등학교(일반고)경기도 안산시 단원구 고잔동,0 명0 명0 명,0 명0 명0 명,0 명,
7,성포고등학교(일반고)경기도 안산시 상록구 성포동,0 명0 명0 명,0 명0 명0 명,0 명,
8,원곡고등학교(일반고)경기도 안산시 단원구 원곡동,0 명0 명0 명,0 명0 명0 명,0 명,
0,함현고등학교(자율형공립고)경기도 시흥시 정왕동,3 명1 명2 명,1 명0 명1 명,4 명,
1,소래고등학교(일반고)경기도 시흥시 은행동,1 명1 명0 명,0 명0 명0 명,1 명,
2,장곡고등학교(일반고)경기도 시흥시 장곡동,1 명1 명0 명,0 명0 명0 명,1 명,
3,서해고등학교(일반고)경기도 시흥시 정왕동,0 명0 명0 명,0 명0 명0 명,0 명,
4,시흥고등학교(일반고)경기도 시흥시 하상동,0 명0 명0 명,0 명0 명0 명,0 명,
5,은행고등학교(일반고)경기도 시흥시 은행동,0 명0 명0 명,0 명0 명0 명,0 명,
6,군서고등학교(일반고)경기도 시흥시 정왕동,0 명0 명0 명,0 명0 명0 명,0 명,
7,정왕고등학교(일반고)경기도 시흥시 정왕동,0 명0 명0 명,0 명0 명0 명,0 명,
0,경기과학고등학교(영재고)경기도 수원시 장안구 송죽동,54 명54 명0 명,30 명30 명0 명,84 명,
1,수원외국어고등학교(외국어고)경기도 수원시영통구 이의동,11 명8 명3 명,0 명0 명0 명,11 명,
2,창현고등학교(일반고)경기도 수원시팔달구 우만동,8 명7 명1 명,0 명0 명0 명,8 명,
3,유신고등학교(일반고)경기도 수원시팔달구 우만동,6 명3 명3 명,0 명0 명0 명,6 명,
4,수성고등학교(일반고)경기도 수원시 장안구 정자동,5 명4 명1 명,0 명0 명0 명,5 명,
5,동원고등학교(일반고)경기도 수원시 장안구 이목동,3 명2 명1 명,1 명1 명0 명,4 명,
6,수원고등학교(일반고)경기도 수원시 팔달구 매교동,4 명4 명0 명,0 명0 명0 명,4 명,
7,천천고등학교(일반고)경기도 수원시 장안구 천천동,2 명2 명0 명,1 명1 명0 명,3 명,
8,수원농생명과학고등학교(특성화고)경기도 수원시 장안구 영화동,2 명2 명0 명,0 명0 명0 명,2 명,
9,영복여자고등학교(일반고)경기도 수원시 팔달구 화서동,2 명1 명1 명,0 명0 명0 명,2 명,
10,조원고등학교(일반고)경기도 수원시 장안구 조원동,0 명0 명0 명,2 명2 명0 명,2 명,
11,대평고등학교(일반고)경기도 수원시 장안구 정자동,2 명2 명0 명,0 명0 명0 명,2 명,
12,영덕고등학교(일반고)경기도 수원시 영통구 영통동,1 명1 명0 명,0 명0 명0 명,1 명,
13,고색고등학교(자율형공립고)경기도 수원시 권선구 고색동,1 명1 명0 명,0 명0 명0 명,1 명,
14,광교고등학교(일반고)경기도 수원시 영통구 이의동,1 명1 명0 명,0 명0 명0 명,1 명,
15,동우여자고등학교(일반고)경기도 수원시 장안구 이목동,1 명1 명0 명,0 명0 명0 명,1 명,
16,수원여자고등학교(일반고)경기도 수원시 팔달구 고등동,1 명1 명0 명,0 명0 명0 명,1 명,
17,수일고등학교(일반고)경기도 수원시 장안구 조원동,1 명1 명0 명,0 명0 명0 명,1 명,
18,태장고등학교(일반고)경기도 수원시 영통구 영통동,1 명0 명1 명,0 명0 명0 명,1 명,
19,영신여자고등학교(일반고)경기도 수원시 권선구 오목천동,1 명1 명0 명,0 명0 명0 명,1 명,
0,낙생고등학교(일반고)경기도 성남시 분당구 판교동,13 명5 명8 명,1 명1 명0 명,14 명,
1,성남외국어고등학교(외국어고)경기도 성남시 분당구 백현동,11 명6 명5 명,0 명0 명0 명,11 명,
2,서현고등학교(일반고)경기도 성남시 분당구 서현동,9 명1 명8 명,1 명1 명0 명,10 명,
3,분당대진고등학교(일반고)경기도 성남시 분당구 분당동,9 명5 명4 명,0 명0 명0 명,9 명,
4,계원예술고등학교(예술고)경기도 성남시분당구 정자동,7 명6 명1 명,0 명0 명0 명,7 명,
5,분당중앙고등학교(일반고)경기도 성남시 분당구 정자동,7 명5 명2 명,0 명0 명0 명,7 명,
6,분당고등학교(일반고)경기도 성남시 분당구 수내동,7 명2 명5 명,0 명0 명0 명,7 명,
7,수내고등학교(일반고)경기도 성남시 분당구 수내동,5 명3 명2 명,1 명1 명0 명,6 명,
8,한솔고등학교(일반고)경기도 성남시 분당구 정자동,5 명3 명2 명,1 명0 명1 명,6 명,
9,이매고등학교(일반고)경기도 성남시 분당구 이매동,6 명5 명1 명,0 명0 명0 명,6 명,
10,분당영덕여자고등학교(일반고)경기도 성남시 분당구 야탑동,4 명3 명1 명,0 명0 명0 명,4 명,
11,야탑고등학교(일반고)경기도 성남시 분당구 야탑동,4 명4 명0 명,0 명0 명0 명,4 명,
12,불곡고등학교(일반고)경기도 성남시 분당구 구미동,3 명3 명0 명,0 명0 명0 명,3 명,
13,돌마고등학교(일반고)경기도 성남시 분당구 이매동,3 명0 명3 명,0 명0 명0 명,3 명,
14,운중고등학교(일반고)경기도 성남시 분당구 운중동,2 명1 명1 명,0 명0 명0 명,2 명,
15,보평고등학교(일반고)경기도 성남시 분당구 백현동,2 명1 명1 명,0 명0 명0 명,2 명,
16,늘푸른고등학교(일반고)경기도 성남시 분당구 정자동,1 명1 명0 명,0 명0 명0 명,1 명,
17,태원고등학교(일반고)경기도 성남시 분당구 야탑동,1 명1 명0 명,0 명0 명0 명,1 명,
18,송림고등학교(일반고)경기도 성남시분당구 이매동,1 명1 명0 명,0 명0 명0 명,1 명,
19,풍생고등학교(일반고)경기도 성남시 수정구 수진동,1 명0 명1 명,0 명0 명0 명,1 명,
0,부천고등학교(일반고)경기도 부천시 송내동,3 명1 명2 명,0 명0 명0 명,3 명,
1,경기예술고등학교(예술고)경기도 부천시 중동,3 명3 명0 명,0 명0 명0 명,3 명,
2,부명고등학교(일반고)경기도 부천시 중동,2 명1 명1 명,0 명0 명0 명,2 명,
3,상일고등학교(일반고)경기도 부천시 상동,1 명0 명1 명,0 명0 명0 명,1 명,
4,부천여자고등학교(일반고)경기도 부천시 상동,1 명1 명0 명,0 명0 명0 명,1 명,
5,송내고등학교(일반고)경기도 부천시 송내동,1 명0 명1 명,0 명0 명0 명,1 명,
6,상동고등학교(일반고)경기도 부천시 상동,1 명0 명1 명,0 명0 명0 명,1 명,
7,도당고등학교(일반고)경기도 부천시 도당동,1 명1 명0 명,0 명0 명0 명,1 명,
8,범박고등학교(일반고)경기도 부천시 범박동,1 명1 명0 명,0 명0 명0 명,1 명,
9,상원고등학교(일반고)경기도 부천시 상동,1 명0 명1 명,0 명0 명0 명,1 명,
10,중원고등학교(일반고)경기도 부천시 중동,0 명0 명0 명,0 명0 명0 명,0 명,
11,소명여자고등학교(일반고)경기도 부천시 소사동,0 명0 명0 명,0 명0 명0 명,0 명,
12,정명고등학교(일반고)경기도 부천시 심곡본동,0 명0 명0 명,0 명0 명0 명,0 명,
13,원미고등학교(일반고)경기도 부천시 중동,0 명0 명0 명,0 명0 명0 명,0 명,
14,소사고등학교(일반고)경기도 부천시 소사본동,0 명0 명0 명,0 명0 명0 명,0 명,
15,시온고등학교(일반고)경기도 부천시 범박동,0 명0 명0 명,0 명0 명0 명,0 명,
16,역곡고등학교(일반고)경기도 부천시 역곡동,0 명0 명0 명,0 명0 명0 명,0 명,
17,원종고등학교(일반고)경기도 부천시 원종동,0 명0 명0 명,0 명0 명0 명,0 명,
0,동두천외국어고등학교(외국어고)경기도 동두천시 지행동,3 명2 명1 명,0 명0 명0 명,3 명,
1,동두천고등학교(일반고)경기도 동두천시 생연동,1 명1 명0 명,0 명0 명0 명,1 명,
0,와부고등학교(자율형공립고)경기도 남양주시 와부읍 덕소리,6 명2 명4 명,4 명2 명2 명,10 명,
1,동화고등학교(일반고)경기도 남양주시 다산동,9 명5 명4 명,0 명0 명0 명,9 명,
2,퇴계원고등학교(일반고)경기도 남양주시 퇴계원면 퇴계원리,2 명2 명0 명,0 명0 명0 명,2 명,
3,광동고등학교(일반고)경기도 남양주시 진접읍 장현리,2 명2 명0 명,0 명0 명0 명,2 명,
4,덕소고등학교(일반고)경기도 남양주시 와부읍 도곡리,2 명2 명0 명,0 명0 명0 명,2 명,
5,청학고등학교(자율형공립고)경기도 남양주시 별내면 청학리,1 명0 명1 명,0 명0 명0 명,1 명,
6,심석고등학교(일반고)경기도 남양주시 화도읍 마석우리,1 명1 명0 명,0 명0 명0 명,1 명,
7,평내고등학교(일반고)경기도 남양주시 평내동,1 명1 명0 명,0 명0 명0 명,1 명,
8,마석고등학교(일반고)경기도 남양주시 화도읍 녹촌리,1 명1 명0 명,0 명0 명0 명,1 명,
9,진건고등학교(일반고)경기도 남양주시 진건읍,1 명1 명0 명,0 명0 명0 명,1 명,
10,판곡고등학교(일반고)경기도 남양주시 호평동,1 명1 명0 명,0 명0 명0 명,1 명,
11,별내고등학교(일반고)경기도 남양주시 별내동,0 명0 명0 명,0 명0 명0 명,0 명,
0,김포고등학교(일반고)경기도 김포시 사우동,6 명5 명1 명,1 명1 명0 명,7 명,
1,김포외국어고등학교(외국어고)경기도 김포시 월곶면 갈산리,4 명3 명1 명,0 명0 명0 명,4 명,
2,하성고등학교(일반고)경기도 김포시 하성면 마곡리,2 명2 명0 명,0 명0 명0 명,2 명,
3,운양고등학교(일반고)경기도 김포시 운양동,1 명1 명0 명,0 명0 명0 명,1 명,
4,양곡고등학교(일반고)경기도 김포시 양촌읍 양곡리,0 명0 명0 명,0 명0 명0 명,0 명,
5,통진고등학교(일반고)경기도 김포시 통진읍 마송리,0 명0 명0 명,0 명0 명0 명,0 명,
6,마송고등학교(일반고)경기도 김포시 통진읍 마송리,0 명0 명0 명,0 명0 명0 명,0 명,
7,장기고등학교(일반고)경기도 김포시 장기동,0 명0 명0 명,0 명0 명0 명,0 명,
0,군포고등학교(일반고)경기도 군포시 금정동,5 명1 명4 명,0 명0 명0 명,5 명,
1,흥진고등학교(일반고)경기도 군포시 금정동,1 명1 명0 명,0 명0 명0 명,1 명,
2,수리고등학교(일반고)경기도 군포시 산본동,0 명0 명0 명,0 명0 명0 명,0 명,
3,용호고등학교(일반고)경기도 군포시 당동,0 명0 명0 명,0 명0 명0 명,0 명,
4,산본고등학교(일반고)경기도 군포시 산본동,0 명0 명0 명,0 명0 명0 명,0 명,
5,군포중앙고등학교(자율형공립고)경기도 군포시 부곡동,0 명0 명0 명,0 명0 명0 명,0 명,
0,서울삼육고등학교(일반고)경기도 구리시 교문동,1 명0 명1 명,0 명0 명0 명,1 명,
1,수택고등학교(일반고)경기도 구리시 수택동,1 명1 명0 명,0 명0 명0 명,1 명,
2,구리고등학교(일반고)경기도 구리시 수택동,1 명0 명1 명,0 명0 명0 명,1 명,
3,구리여자고등학교(일반고)경기도 구리시 토평동,0 명0 명0 명,0 명0 명0 명,0 명,
0,경화여자고등학교(일반고)경기도 광주시 송정동,1 명1 명0 명,0 명0 명0 명,1 명,
1,광주중앙고등학교(일반고)경기도 광주시 역동,0 명0 명0 명,0 명0 명0 명,0 명,
2,광남고등학교(일반고)경기도 광주시 장지동,0 명0 명0 명,0 명0 명0 명,0 명,
3,초월고등학교(일반고)경기도 광주시 초월읍 대쌍령리,0 명0 명0 명,0 명0 명0 명,0 명,
4,광주고등학교(일반고)경기도 광주시 송정동,0 명0 명0 명,0 명0 명0 명,0 명,
0,광명북고등학교(일반고)경기도 광명시 철산동,4 명3 명1 명,0 명0 명0 명,4 명,
1,진성고등학교(일반고)경기도 광명시 하안동,2 명1 명1 명,1 명1 명0 명,3 명,
2,광휘고등학교(일반고)경기도 광명시 소하동,2 명1 명1 명,1 명0 명1 명,3 명,
3,명문고등학교(일반고)경기도 광명시 광명동,2 명2 명0 명,0 명0 명0 명,2 명,
4,광명고등학교(일반고)경기도 광명시 철산동,0 명0 명0 명,1 명1 명0 명,1 명,
5,광문고등학교(일반고)경기도 광명시 광명동,1 명1 명0 명,0 명0 명0 명,1 명,
0,과천외국어고등학교(외국어고)경기도 과천시 중앙동,14 명10 명4 명,0 명0 명0 명,14 명,
1,과천여자고등학교(일반고)경기도 과천시 중앙동,3 명2 명1 명,0 명0 명0 명,3 명,
2,과천고등학교(일반고)경기도 과천시 별양동,1 명1 명0 명,0 명0 명0 명,1 명,
3,과천중앙고등학교(일반고)경기도 과천시 갈현동,1 명0 명1 명,0 명0 명0 명,1 명,
0,고양외국어고등학교(외국어고)경기도 고양시 덕양구 관산동,19 명7 명12 명,2 명2 명0 명,21 명,
1,고양국제고등학교(국제고)경기도 고양시 일산동구 식사동,12 명8 명4 명,0 명0 명0 명,12 명,
2,백석고등학교(일반고)경기도 고양시 일산동구 마두동,6 명5 명1 명,1 명0 명1 명,7 명,
3,일산대진고등학교(일반고)경기도 고양시일산서구 대화동,7 명5 명2 명,0 명0 명0 명,7 명,
4,주엽고등학교(일반고)경기도 고양시 일산서구 대화동,5 명5 명0 명,0 명0 명0 명,5 명,
5,저현고등학교(자율형공립고)경기도 고양시 일산동구 식사동,4 명1 명3 명,0 명0 명0 명,4 명,
6,저동고등학교(일반고)경기도 고양시 일산동구 정발산동,3 명3 명0 명,0 명0 명0 명,3 명,
7,정발고등학교(일반고)경기도 고양시 일산동구 마두동,3 명3 명0 명,0 명0 명0 명,3 명,
8,중산고등학교(일반고)경기도 고양시 일산동구 중산동,2 명1 명1 명,1 명1 명0 명,3 명,
9,백양고등학교(일반고)경기도 고양시덕양구 행신동,1 명1 명0 명,0 명0 명0 명,1 명,
10,고양예술고등학교(예술고)경기도 고양시 일산서구 덕이동,1 명1 명0 명,0 명0 명0 명,1 명,
11,백신고등학교(일반고)경기도 고양시 일산동구 백석동,1 명0 명1 명,0 명0 명0 명,1 명,
12,백마고등학교(일반고)경기도 고양시 일산동구 백석동,1 명1 명0 명,0 명0 명0 명,1 명,
13,대화고등학교(일반고)경기도 고양시 일산서구 대화동,1 명1 명0 명,0 명0 명0 명,1 명,
14,서정고등학교(일반고)경기도 고양시덕양구 행신동,0 명0 명0 명,1 명1 명0 명,1 명,
15,안곡고등학교(일반고)경기도 고양시 일산동구 중산동,1 명1 명0 명,0 명0 명0 명,1 명,
16,행신고등학교(일반고)경기도 고양시 덕양구 행신동,1 명1 명0 명,0 명0 명0 명,1 명,
17,화정고등학교(일반고)경기도 고양시덕양구 화정동,1 명0 명1 명,0 명0 명0 명,1 명,
18,고양일고등학교(일반고)경기도 고양시덕양구 고양동,1 명1 명0 명,0 명0 명0 명,1 명,
19,덕이고등학교(일반고)경기도 고양시 일산서구 덕이동,1 명0 명1 명,0 명0 명0 명,1 명,
0,청심국제고등학교(국제고)경기도 가평군 설악면 송산리,11 명6 명5 명,1 명1 명0 명,12 명,
1,가평고등학교(일반고)경기도 가평군 가평읍 대곡리,1 명1 명0 명,0 명0 명0 명,1 명,
2,설악고등학교(일반고)경기도 가평군 설악면 신천리,0 명0 명0 명,0 명0 명0 명,0 명,
3,조종고등학교(일반고)경기도 가평군 조종면,0 명0 명0 명,0 명0 명0 명,0 명,
0,세종국제고등학교(국제고)세종특별자치시 아름동,5 명5 명0 명,0 명0 명0 명,5 명,
1,한솔고등학교(자율형공립고)세종특별자치시 한솔동,3 명1 명2 명,0 명0 명0 명,3 명,
2,세종고등학교(일반고)세종특별자치시 조치원읍 서창리,2 명1 명1 명,0 명0 명0 명,2 명,
3,도담고등학교(일반고)세종특별자치시 도담동,0 명0 명0 명,1 명1 명0 명,1 명,
4,세종과학예술영재학교(영재고)세종특별자치시 아름동,0 명0 명0 명,0 명0 명0 명,0 명,
5,양지고등학교(일반고)세종특별자치시 도담동,0 명0 명0 명,0 명0 명0 명,0 명,
0,성신고등학교(자율형사립고)울산광역시 중구 복산동,3 명2 명1 명,1 명1 명0 명,4 명,
1,울산중앙여자고등학교(일반고)울산광역시 중구 반구동,1 명1 명0 명,0 명0 명0 명,1 명,
2,함월고등학교(일반고)울산광역시 중구 유곡동,1 명1 명0 명,0 명0 명0 명,1 명,
3,울산고등학교(일반고)울산광역시 중구 복산동,0 명0 명0 명,1 명1 명0 명,1 명,
4,울산중앙고등학교(일반고)울산광역시 중구 태화동,0 명0 명0 명,0 명0 명0 명,0 명,
5,학성여자고등학교(일반고)울산광역시 중구 약사동,0 명0 명0 명,0 명0 명0 명,0 명,
6,다운고등학교(일반고)울산광역시 중구 다운동,0 명0 명0 명,0 명0 명0 명,0 명,
7,약사고등학교(자율형공립고)울산광역시 중구 약사동,0 명0 명0 명,0 명0 명0 명,0 명,
0,울산과학고등학교(과학고)울산광역시 울주군 상북면,10 명10 명0 명,11 명11 명0 명,21 명,
1,남창고등학교(일반고)울산광역시 울주군 온양읍 운화리,1 명1 명0 명,0 명0 명0 명,1 명,
2,언양고등학교(일반고)울산광역시 울주군 언양읍 어음리,1 명1 명0 명,0 명0 명0 명,1 명,
3,범서고등학교(일반고)울산광역시 울주군 범서읍 구영리,0 명0 명0 명,0 명0 명0 명,0 명,
0,울산외국어고등학교(외국어고)울산광역시 북구 중산동,2 명1 명1 명,0 명0 명0 명,2 명,
1,화봉고등학교(일반고)울산광역시 북구 화봉동,1 명1 명0 명,0 명0 명0 명,1 명,
2,무룡고등학교(일반고)울산광역시 북구 연암동,0 명0 명0 명,0 명0 명0 명,0 명,
3,달천고등학교(일반고)울산광역시 북구 달천동,0 명0 명0 명,0 명0 명0 명,0 명,
4,호계고등학교(일반고)울산광역시 북구 호계동,0 명0 명0 명,0 명0 명0 명,0 명,
5,매곡고등학교(일반고)울산광역시 북구 매곡동,0 명0 명0 명,0 명0 명0 명,0 명,
6,울산동천고등학교(일반고)울산광역시 북구 천곡동,0 명0 명0 명,0 명0 명0 명,0 명,
7,효정고등학교(일반고)울산광역시 북구 효문동,0 명0 명0 명,0 명0 명0 명,0 명,
0,현대청운고등학교(자율형사립고)울산광역시 동구 서부동,18 명6 명12 명,2 명2 명0 명,20 명,
1,현대고등학교(일반고)울산광역시 동구 서부동,4 명4 명0 명,0 명0 명0 명,4 명,
2,남목고등학교(일반고)울산광역시 동구 서부동,0 명0 명0 명,0 명0 명0 명,0 명,
3,대송고등학교(일반고)울산광역시 동구 화정동,0 명0 명0 명,0 명0 명0 명,0 명,
4,방어진고등학교(일반고)울산광역시 동구 화정동,0 명0 명0 명,0 명0 명0 명,0 명,
0,우신고등학교(일반고)울산광역시 남구 무거동,6 명5 명1 명,1 명1 명0 명,7 명,
1,학성고등학교(일반고)울산광역시 남구 신정동,7 명5 명2 명,0 명0 명0 명,7 명,
2,울산여자고등학교(일반고)울산광역시 남구 신정동,2 명2 명0 명,0 명0 명0 명,2 명,
3,울산제일고등학교(일반고)울산광역시 남구 옥동,2 명1 명1 명,0 명0 명0 명,2 명,
4,울산강남고등학교(일반고)울산광역시 남구 신정동,1 명1 명0 명,0 명0 명0 명,1 명,
5,신정고등학교(일반고)울산광역시 남구 신정동,1 명1 명0 명,0 명0 명0 명,1 명,
6,성광여자고등학교(일반고)울산광역시 남구 무거동,0 명0 명0 명,0 명0 명0 명,0 명,
7,삼일여자고등학교(일반고)울산광역시 남구 선암동,0 명0 명0 명,0 명0 명0 명,0 명,
8,문수고등학교(일반고)울산광역시 남구 무거동,0 명0 명0 명,0 명0 명0 명,0 명,
9,무거고등학교(일반고)울산광역시 남구 무거동,0 명0 명0 명,0 명0 명0 명,0 명,
10,신선여자고등학교(일반고)울산광역시 남구 야음동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대전대성고등학교(자율형사립고)대전광역시 중구 목동,7 명1 명6 명,0 명0 명0 명,7 명,
1,대전고등학교(자율형공립고)대전광역시 중구 대흥동,1 명1 명0 명,2 명2 명0 명,3 명,
2,대전중앙고등학교(일반고)대전광역시 중구 중촌동,2 명2 명0 명,0 명0 명0 명,2 명,
3,호수돈여자고등학교(일반고)대전광역시 중구 선화동,2 명2 명0 명,0 명0 명0 명,2 명,
4,대전동산고등학교(일반고)대전광역시 중구 문화동,1 명1 명0 명,0 명0 명0 명,1 명,
5,충남여자고등학교(일반고)대전광역시 중구 목동,1 명1 명0 명,0 명0 명0 명,1 명,
6,대전성모여자고등학교(일반고)대전광역시 중구 대흥동,1 명1 명0 명,0 명0 명0 명,1 명,
7,대전국제통상고등학교(특성화고)대전광역시 중구 문화동,1 명1 명0 명,0 명0 명0 명,1 명,
8,대전한빛고등학교(일반고)대전광역시 중구 안영동,0 명0 명0 명,0 명0 명0 명,0 명,
9,청란여자고등학교(일반고)대전광역시 중구 부사동,0 명0 명0 명,0 명0 명0 명,0 명,
10,남대전고등학교(일반고)대전광역시 중구 부사동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대전과학고등학교(영재고)대전광역시 유성구 구성동,38 명38 명0 명,11 명11 명0 명,49 명,
1,대덕고등학교(일반고)대전광역시 유성구 도룡동,5 명2 명3 명,1 명1 명0 명,6 명,
2,대전전민고등학교(일반고)대전광역시 유성구 전민동,3 명2 명1 명,1 명1 명0 명,4 명,
3,대전예술고등학교(예술고)대전광역시 유성구 상대동,4 명4 명0 명,0 명0 명0 명,4 명,
4,대전노은고등학교(자율형공립고)대전광역시 유성구 노은동,4 명2 명2 명,0 명0 명0 명,4 명,
5,유성고등학교(일반고)대전광역시 유성구 구암동,1 명1 명0 명,2 명2 명0 명,3 명,
6,대전반석고등학교(일반고)대전광역시 유성구 지족동,2 명2 명0 명,0 명0 명0 명,2 명,
7,유성여자고등학교(일반고)대전광역시 유성구 죽동,2 명2 명0 명,0 명0 명0 명,2 명,
8,중일고등학교(일반고)대전광역시 유성구 관평동,1 명1 명0 명,0 명0 명0 명,1 명,
9,대전용산고등학교(일반고)대전광역시 유성구 용산동,1 명1 명0 명,0 명0 명0 명,1 명,
10,대전도안고등학교(일반고)대전광역시 유성구 원신흥동,0 명0 명0 명,0 명0 명0 명,0 명,
11,대전지족고등학교(일반고)대전광역시 유성구 지족동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대전외국어고등학교(외국어고)대전광역시 서구 내동,21 명13 명8 명,0 명0 명0 명,21 명,
1,충남고등학교(자율형공립고)대전광역시 서구 둔산동,7 명2 명5 명,1 명1 명0 명,8 명,
2,서대전고등학교(일반고)대전광역시 서구 월평동,4 명3 명1 명,1 명0 명1 명,5 명,
3,대전만년고등학교(일반고)대전광역시 서구 만년동,3 명2 명1 명,0 명0 명0 명,3 명,
4,대전구봉고등학교(일반고)대전광역시 서구 관저동,2 명2 명0 명,0 명0 명0 명,2 명,
5,대전대신고등학교(자율형사립고)대전광역시 서구 복수동,1 명1 명0 명,0 명0 명0 명,1 명,
6,동방고등학교(일반고)대전광역시 서구 관저동,1 명1 명0 명,0 명0 명0 명,1 명,
7,대전괴정고등학교(일반고)대전광역시 서구 괴정동,1 명1 명0 명,0 명0 명0 명,1 명,
8,한밭고등학교(일반고)대전광역시 서구 갈마동,1 명1 명0 명,0 명0 명0 명,1 명,
9,대전둔산여자고등학교(일반고)대전광역시 서구 갈마동,0 명0 명0 명,0 명0 명0 명,0 명,
10,서일여자고등학교(일반고)대전광역시 서구 관저동,0 명0 명0 명,0 명0 명0 명,0 명,
11,대전둔원고등학교(일반고)대전광역시 서구 갈마동,0 명0 명0 명,0 명0 명0 명,0 명,
12,대전복수고등학교(일반고)대전광역시 서구 복수동,0 명0 명0 명,0 명0 명0 명,0 명,
13,대전제일고등학교(일반고)대전광역시 서구 도마동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대전동신과학고등학교(과학고)대전광역시 동구 비룡동,6 명6 명0 명,18 명18 명0 명,24 명,
1,보문고등학교(일반고)대전광역시 동구 삼성동,4 명4 명0 명,0 명0 명0 명,4 명,
2,대전여자고등학교(자율형공립고)대전광역시 동구 대동,3 명3 명0 명,0 명0 명0 명,3 명,
3,우송고등학교(일반고)대전광역시 동구 자양동,1 명1 명0 명,0 명0 명0 명,1 명,
4,대전가오고등학교(일반고)대전광역시 동구 가오동,0 명0 명0 명,0 명0 명0 명,0 명,
5,명석고등학교(일반고)대전광역시 동구 가양동,0 명0 명0 명,0 명0 명0 명,0 명,
0,동대전고등학교(일반고)대전광역시 대덕구 중리동,1 명1 명0 명,0 명0 명0 명,1 명,
1,대전이문고등학교(일반고)대전광역시 대덕구 석봉동,1 명1 명0 명,0 명0 명0 명,1 명,
2,대전송촌고등학교(자율형공립고)대전광역시 대덕구 송촌동,0 명0 명0 명,0 명0 명0 명,0 명,
0,광주서석고등학교(일반고)광주광역시 서구 화정동,6 명4 명2 명,0 명0 명0 명,6 명,
1,광주대동고등학교(일반고)광주광역시 서구 매월동,3 명2 명1 명,1 명1 명0 명,4 명,
2,광덕고등학교(일반고)광주광역시 서구 화정동,4 명4 명0 명,0 명0 명0 명,4 명,
3,전남고등학교(일반고)광주광역시 서구 치평동,0 명0 명0 명,1 명1 명0 명,1 명,
4,광주세광학교(특수고)광주광역시 서구 덕흥동,1 명0 명1 명,0 명0 명0 명,1 명,
5,풍암고등학교(일반고)광주광역시 서구 풍암동,0 명0 명0 명,0 명0 명0 명,0 명,
6,광주여자고등학교(일반고)광주광역시 서구 화정동,0 명0 명0 명,0 명0 명0 명,0 명,
7,상일여자고등학교(자율형공립고)광주광역시 서구 쌍촌동,0 명0 명0 명,0 명0 명0 명,0 명,
0,광주과학고등학교(영재고)광주광역시 북구 오룡동,11 명11 명0 명,28 명28 명0 명,39 명,
1,고려고등학교(일반고)광주광역시 북구 삼각동,9 명5 명4 명,1 명0 명1 명,10 명,
2,광주숭일고등학교(일반고)광주광역시 북구 일곡동,4 명3 명1 명,0 명0 명0 명,4 명,
3,서강고등학교(일반고)광주광역시 북구 운암동,3 명3 명0 명,0 명0 명0 명,3 명,
4,살레시오고등학교(일반고)광주광역시 북구 일곡동,3 명2 명1 명,0 명0 명0 명,3 명,
5,광주동신고등학교(일반고)광주광역시 북구 풍향동,2 명2 명0 명,0 명0 명0 명,2 명,
6,전남대학교사범대학부설고등학교(일반고)광주광역시 북구 용봉동,1 명1 명0 명,1 명1 명0 명,2 명,
7,금호고등학교(일반고)광주 북구 운암2동,1 명1 명0 명,0 명0 명0 명,1 명,
