,ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNZC,FA_RDNMA,FA_RDNDA,LOAD_DTM
5421,D10,대구광역시교육청,수성구,교습소,3000017991,베스티영어교습소,20190523,20190523,개원,,,18,6.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42094,대구광역시 수성구 범어로 75,/ 상가 103동 206호 (범어동/ 범어에스케이뷰아파트1단지),20210912
5422,D10,대구광역시교육청,수성구,교습소,3000014463,베토벤음악교습소,20151116,20151116,개원,,,12,6.0,예능(대),예능(중),,음악,,Y,N,706140,대구광역시 수성구 천을로31길 7-7,/ 1층 일부 (매호동),20210912
5423,D10,대구광역시교육청,수성구,교습소,2000008838,벧엘피아노교습소,19950513,19950513,개원,,,10,3.0,예능(대),예능(중),초급,음악,초급:90000/ 중급:95000,Y,N,706823,대구광역시 수성구 동원로 63,/ 1층 일부 (범어동),20210912
5424,D10,대구광역시교육청,수성구,교습소,274,별에오르는아이들피아노교습소,20030305,20030305,개원,,,30,5.0,예능(대),예능(중),기초,음악,기초:110000/ 기초:130000/ 중급:120000/ 중급:140000/ 입시:150000/ 입시:190000,N,N,706807,대구광역시 수성구 교학로12길 3 (),,20210912
5425,D10,대구광역시교육청,수성구,교습소,3000016118,복쌤컴퓨터교습소,20170623,20170623,개원,,,36,9.0,기타(대),기타(중),,컴퓨터(소),,Y,N,42068,대구광역시 수성구 달구벌대로526길 14,/ 3층 일부 (만촌동),20210912
5426,D10,대구광역시교육청,수성구,교습소,3000017053,봄봄국어교습소,20180521,20180521,개원,,,27,9.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42209,대구광역시 수성구 지범로 188,/ 2층 207호 (범물동/ 청구리빙월드),20210912
5427,D10,대구광역시교육청,수성구,교습소,3000015674,봄앤기타교습소,20170109,20170109,개원,,,10,5.0,예능(대),예능(중),,음악,,Y,N,42069,대구광역시 수성구 교학로6길 10,/ 1층 (만촌동),20210912
5428,D10,대구광역시교육청,수성구,교습소,3000018479,부쿠의온라인진로교습소,20191211,20191211,개원,,,12,6.0,입시.검정 및 보습,보통교과,,보습,,,N,42274,대구광역시 수성구 달구벌대로 3224,/ 4층 일부 (신매동),20210912
5429,D10,대구광역시교육청,수성구,교습소,3000015589,북경중국어교습소,20161208,20161208,개원,,,12,4.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42283,대구광역시 수성구 신매로6길 2-2,/ 1층 일부 (신매동),20210912
5430,D10,대구광역시교육청,수성구,교습소,3000015024,브라운영어교습소,20160520,20160520,개원,,,12,4.0,입시.검정 및 보습,보통교과,중등,보습,중등:200000/ 고등:250000,Y,N,42087,대구광역시 수성구 달구벌대로496길 12,/ 2층 (범어동),20210912
5431,D10,대구광역시교육청,수성구,교습소,3000019046,브레이니매쓰연구소수학교습소,20200918,20200918,개원,,,49,7.0,입시.검정 및 보습,보통교과,중등교과,보습,중등교과:150000/ 중등교과:300000/ 중등교과:270000/ 초등교과:150000/ 초등교과:250000/ 초등:180000/ 초등:300000,Y,N,42094,대구광역시 수성구 달구벌대로496길 19-6,/ 2층 (범어동),20210912
5432,D10,대구광역시교육청,수성구,교습소,3000014206,브레인수학교습소,20150807,20150807,개원,,,32,8.0,입시.검정 및 보습,보통교과,초,보습,초:150000/ 중:180000/ 중:190000/ 고:250000,Y,N,706847,대구광역시 수성구 파동로 253,/ 3층 일부 (파동/ 수성빌딩),20210912
5433,D10,대구광역시교육청,수성구,교습소,3000010955,브론테영어교습소,20120113,20120113,개원,,,18,6.0,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 중등:200000/ 고등:250000,,,706140,대구광역시 수성구 달구벌대로627길 38,/ 1층 (매호동),20210912
