법정동명,학원명,계열명,정원합계,주소,학원ID
광주광역시 광산구,기타맨(Guitar man)기타교습소,예능(대),64,광주광역시 광산구 임방울대로 326,68478
광주광역시 광산구,꿈꾸는스케치북미술교습소,예능(대),42,광주광역시 광산구 월곡산정로 20,68479
광주광역시 광산구,꿈을치는피아노교습소,예능(대),24,광주광역시 광산구 목련로394번길 40-7,68480
광주광역시 광산구,뉴유레카수학교습소,입시.검정 및 보습,20,광주광역시 광산구 임방울대로332번길 29,68481
광주광역시 광산구,뉴이수정피아노교습소,예능(대),20,광주광역시 광산구 목련로219번길 45,68482
광주광역시 광산구,다른생각홍영어교습소,입시.검정 및 보습,15,광주광역시 광산구 첨단중앙로181번길 88-21,68483
광주광역시 광산구,대우한음음악교습소,예능(대),20,광주광역시 광산구 첨단중앙로181번길 88-21,68484
광주광역시 광산구,더(The)선율음악교습소,예능(대),15,광주광역시 광산구 장신로265번길 22,68485
광주광역시 광산구,더(The)프라임수학교습소,입시.검정 및 보습,15,광주광역시 광산구 장신로 306,68486
광주광역시 광산구,더샵(the#)음악교습소,예능(대),45,광주광역시 광산구 월계로 109,68487
광주광역시 광산구,데일리어쿠스틱기타교습소,예능(대),54,광주광역시 광산구 장신로147번길 5-18,68488
광주광역시 광산구,동그라미바둑교습소,기타(대),35,광주광역시 광산구 임방울대로 142-12,68489
광주광역시 광산구,띵크미술교습소,예능(대),42,광주광역시 광산구 목련로21번길 20,68490
광주광역시 광산구,라뜰리에미술교습소,예능(대),7,광주광역시 광산구 수등로 287,68491
광주광역시 광산구,라벨라피아노음악교습소,예능(대),32,광주광역시 광산구 소촌로86번길 17,68492
광주광역시 광산구,로봇프랜즈로봇과학교습소,입시.검정 및 보습,10,광주광역시 광산구 월계로 203,68493
광주광역시 광산구,리틀뮤즈피아노교습소,예능(대),0,광주광역시 광산구 수등로123번길 75,68494
광주광역시 광산구,맑은소리피아노교습소,예능(대),25,광주광역시 광산구 신창로131번길 10,68495
광주광역시 광산구,맑은음음악교습소,예능(대),0,광주광역시 광산구 송정외로 2,68496
광주광역시 광산구,명문수학교습소,입시.검정 및 보습,18,광주광역시 광산구 풍영로170번길 39-26,68497
광주광역시 광산구,뮤엠영어교습소,입시.검정 및 보습,63,광주광역시 광산구 왕버들로252번길 46,68498
광주광역시 광산구,뮤엠영어금구영어교습소,입시.검정 및 보습,18,광주광역시 광산구 목련로153번길 143,68499
광주광역시 광산구,뮤엠영어산정영어교습소,입시.검정 및 보습,12,광주광역시 광산구 목련로 15,68500
광주광역시 광산구,뮤엠영어영천영어교습소,입시.검정 및 보습,40,광주광역시 광산구 사암로340번길 30,68501
광주광역시 광산구,뮤엠영어장덕영어교습소,입시.검정 및 보습,56,광주광역시 광산구 풍영로170번길 39-26,68502
광주광역시 광산구,뮤직라떼음악교습소,예능(대),42,광주광역시 광산구 월곡산정로 12,68503
광주광역시 광산구,미솔피아노교습소,예능(대),15,광주광역시 광산구 첨단중앙로181번길 42-25,68504
광주광역시 광산구,바흐피아노교습소,예능(대),25,광주광역시 광산구 풍영로330번길 15,68505
광주광역시 광산구,박학천국어교습소,입시.검정 및 보습,15,광주광역시 광산구 신창로 108,68506
광주광역시 광산구,범샘영어교습소,입시.검정 및 보습,42,광주광역시 광산구 장덕로137번길 39,68507
광주광역시 광산구,부영멘토영어교습소,입시.검정 및 보습,25,광주광역시 광산구 월계로 170,68508
광주광역시 광산구,비쥬아트미술교습소,예능(대),18,광주광역시 광산구 송도로212번길 31-8,68509
광주광역시 광산구,산정점프수학교습소,입시.검정 및 보습,20,광주광역시 광산구 목련로 42,68510
광주광역시 광산구,삼성영어산정영어교습소,입시.검정 및 보습,45,광주광역시 광산구 목련로 15,68511
광주광역시 광산구,상상톡톡미술교습소,예능(대),21,광주광역시 광산구 선운로 34,68512
광주광역시 광산구,새글로리아피아노교습소,예능(대),17,광주광역시 광산구 금봉로 18,68513
광주광역시 광산구,선운미술교습소,예능(대),20,광주광역시 광산구 선운로 55,68514
광주광역시 광산구,선운세종(Sejong)음악교습소,예능(대),50,광주광역시 광산구 선운중앙로 43,68515
광주광역시 광산구,선율피아노교습소,예능(대),40,광주광역시 광산구 목련로 307-13,68516
광주광역시 광산구,소리엘음악교습소,예능(대),35,광주광역시 광산구 월곡산정로 20-49,68517
광주광역시 광산구,소촌5차원인재교육국어교습소,입시.검정 및 보습,40,광주광역시 광산구 소촌로86번길 5,68518
광주광역시 광산구,손영숙아트스쿨미술교습소,예능(대),45,광주광역시 광산구 첨단중앙로 201,68519
광주광역시 광산구,솔리스트음악교습소,예능(대),30,광주광역시 광산구 산정로6번길 7,68520
광주광역시 광산구,쇼팽과피아노음악교습소,예능(대),16,광주광역시 광산구 사암로215번길 16,68521
광주광역시 광산구,수완꿈나무음악교습소,예능(대),30,광주광역시 광산구 풍영로170번길 39-26,68522
광주광역시 광산구,수완아름독서논술교습소,입시.검정 및 보습,20,광주광역시 광산구 수등로76번길 40,68523
광주광역시 광산구,수완중앙바둑교습소,기타(대),8,광주광역시 광산구 풍영로200번길 59,68524
광주광역시 광산구,수완한우리독서토론논술교습소,입시.검정 및 보습,24,광주광역시 광산구 임방울대로358번길 16,68525
광주광역시 광산구,스마트해법영어교습소,입시.검정 및 보습,54,광주광역시 광산구 첨단중앙로181번길 42-5,68526
광주광역시 광산구,시원수학교습소,입시.검정 및 보습,63,광주광역시 광산구 송도로212번길 31-8,68527
광주광역시 광산구,신뮤즈피아노교습소,예능(대),15,광주광역시 광산구 임방울대로 142-11,68528
광주광역시 광산구,신창해법국어교습소,입시.검정 및 보습,35,광주광역시 광산구 신창로131번길 10,68529
광주광역시 광산구,심스(Sim`S)피아노교습소,예능(대),20,광주광역시 광산구 도산로 28,68530
광주광역시 광산구,심영숙성악교습소,예능(대),15,광주광역시 광산구 첨단중앙로 96,68531
광주광역시 광산구,아르떼미술교습소,예능(대),7,광주광역시 광산구 목련로153번길 124,68532
광주광역시 광산구,아름다운실용음악교습소,예능(대),35,광주광역시 광산구 광산로20번길 28,68533
광주광역시 광산구,아리아리음악원피아노교습소,예능(대),20,광주광역시 광산구 송도로212번길 27,68534
광주광역시 광산구,아이러브쿡&아트미술교습소,예능(대),20,광주광역시 광산구 산월로 64,68535
광주광역시 광산구,아이러브피아노교습소,예능(대),18,광주광역시 광산구 풍영로169번길 16,68536
광주광역시 광산구,아이숲수학교습소,입시.검정 및 보습,25,광주광역시 광산구 목련로382번길 114,68537
광주광역시 광산구,아이앤피아노교습소,예능(대),15,광주광역시 광산구 선운로 34,68538
광주광역시 광산구,아트팩토리미술교습소,예능(대),30,광주광역시 광산구 풍영로 294-23,68539
광주광역시 광산구,애교쌤피아노음악교습소,예능(대),42,광주광역시 광산구 월계로 59,68540
광주광역시 광산구,에디슨수학교습소,입시.검정 및 보습,27,광주광역시 광산구 첨단중앙로181번길 42-5,68541
광주광역시 광산구,에이스수학교습소,입시.검정 및 보습,6,광주광역시 광산구 신창로71번길 33,68542
광주광역시 광산구,엑시스영어교습소,입시.검정 및 보습,56,광주광역시 광산구 풍영로 285,68543
광주광역시 광산구,엔젤아트미술교습소,예능(대),54,광주광역시 광산구 장덕로6번길 59,68544
광주광역시 광산구,엘리트영어교실영어교습소,입시.검정 및 보습,64,광주광역시 광산구 신창로71번길 16,68545
광주광역시 광산구,엘리트해법수학교습소,입시.검정 및 보습,48,광주광역시 광산구 수등로123번길 21,68546
광주광역시 광산구,엠에스티수학교습소,입시.검정 및 보습,45,광주광역시 광산구 소촌로 128,68547
광주광역시 광산구,연세수학교습소,입시.검정 및 보습,49,광주광역시 광산구 임방울대로 330,68548
광주광역시 광산구,예꼬음악교습소,예능(대),20,광주광역시 광산구 첨단중앙로181번길 6,68549
광주광역시 광산구,예소음악교습소,예능(대),45,광주광역시 광산구 우산로 47,68550
광주광역시 광산구,와이비엠(YBM)잉글루수완영어교습소,입시.검정 및 보습,30,광주광역시 광산구 임방울대로 356,68551
광주광역시 광산구,우리바둑교습소,기타(대),35,광주광역시 광산구 첨단중앙로68번길 99,68552
광주광역시 광산구,원미술교습소,예능(대),20,광주광역시 광산구 장덕로137번길 39,68553
광주광역시 광산구,원탑영어교습소,입시.검정 및 보습,54,광주광역시 광산구 월계로 152,68554
광주광역시 광산구,월계해법영어교습소,입시.검정 및 보습,12,광주광역시 광산구 첨단중앙로181번길 16,68555
광주광역시 광산구,위드수학교습소,입시.검정 및 보습,54,광주광역시 광산구 풍영로 285,68556
광주광역시 광산구,유레카과학교습소,입시.검정 및 보습,18,광주광역시 광산구 임방울대로332번길 29,68557
광주광역시 광산구,유앤미피아노교습소,예능(대),24,광주광역시 광산구 첨단중앙로181번길 21,68558
광주광역시 광산구,윤샘과학교습소,입시.검정 및 보습,20,광주광역시 광산구 임방울대로358번길 28,68559
광주광역시 광산구,윤선생우리집앞영어교실도산송정영어교습소,입시.검정 및 보습,45,광주광역시 광산구 송도로182번길 15-1,68560
광주광역시 광산구,윤선생우리집앞영어교실산정영어교습소,입시.검정 및 보습,45,광주광역시 광산구 목련로22번길 26,68561
광주광역시 광산구,으뜸피아노교습소,예능(대),25,광주광역시 광산구 비아로 185,68562
광주광역시 광산구,음누리피아노교습소,예능(대),25,광주광역시 광산구 산정로18번길 19-11,68563
광주광역시 광산구,이데아수학교습소,입시.검정 및 보습,24,광주광역시 광산구 수등로258번길 3-15,68564
광주광역시 광산구,이샘국어교습소,입시.검정 및 보습,42,광주광역시 광산구 장덕로95번길 16,68565
광주광역시 광산구,이선영수학교습소,입시.검정 및 보습,20,광주광역시 광산구 월계로 170,68566
광주광역시 광산구,이시현국어교습소,입시.검정 및 보습,15,광주광역시 광산구 첨단중앙로 96,68567
광주광역시 광산구,이예서창작미술교습소,예능(대),35,광주광역시 광산구 장덕로95번길 16,68568
광주광역시 광산구,이지미술교습소,예능(대),20,광주광역시 광산구 소촌로152번길 11,68569
광주광역시 광산구,일등초중고수학교습소,입시.검정 및 보습,9,광주광역시 광산구 월곡산정로 80,68570
광주광역시 광산구,잉글리쉬어드벤쳐영어교습소,입시.검정 및 보습,36,광주광역시 광산구 왕버들로132번길 35,68571
광주광역시 광산구,장덕메릭스해법수학교습소,입시.검정 및 보습,37,광주광역시 광산구 풍영로329번길 50,68572
광주광역시 광산구,장덕피아노교습소,예능(대),0,광주광역시 광산구 풍영로169번길 46,68573
광주광역시 광산구,장덕한우리독서토론논술교습소,입시.검정 및 보습,40,광주광역시 광산구 풍영로200번길 59,68574
광주광역시 광산구,전대석사음악교습소,예능(대),28,광주광역시 광산구 수등로123번길 21,68575
광주광역시 광산구,전점자컴퓨터교습소,기타(대),24,광주광역시 광산구 송도로162번길 11-6,68576
광주광역시 광산구,제이(J)퍼스트수학교습소,입시.검정 및 보습,40,광주광역시 광산구 임방울대로 326,68577
광주광역시 광산구,좋은피아노교습소,예능(대),0,광주광역시 광산구 목련로153번길 143,68578
광주광역시 광산구,줄리어드피아노교습소,예능(대),25,광주광역시 광산구 목련로21번길 45,68579
