법정동명,학원명,계열명,정원합계,주소,학원ID
전라남도 강진군,빅초이스학원,입시.검정 및 보습,360,전라남도 강진군 강진읍 탐진로 83,79717
전라남도 강진군,세종학원,입시.검정 및 보습,180,전라남도 강진군 강진읍 중앙로 88,79718
전라남도 강진군,소리엘음악학원,예능(대),46,전라남도 강진군 강진읍 중앙로 73-2,79719
전라남도 강진군,써니아트학원,예능(대),66,전라남도 강진군 강진읍 서성안길 23,79720
전라남도 강진군,어린음악대남성원음악학원,예능(대),49,전라남도 강진군 강진읍 중앙로 65,79721
전라남도 강진군,엔젤피아노학원,예능(대),0,전라남도 강진군 강진읍 중앙로 75,79722
전라남도 강진군,엘리트학원,입시.검정 및 보습,612,전라남도 강진군 강진읍 중앙로 95,79723
전라남도 강진군,예감미술학원,예능(대),30,전라남도 강진군 강진읍 영랑로 16,79724
전라남도 강진군,예음피아노학원,예능(대),36,전라남도 강진군 강진읍 중앙로 69,79725
전라남도 강진군,정오글방학원,입시.검정 및 보습,42,전라남도 강진군 강진읍 중앙로 67,79726
전라남도 강진군,토키토키어학원,입시.검정 및 보습,80,전라남도 강진군 강진읍 남문길 6-1,79727
전라남도 강진군,하이탑학원,입시.검정 및 보습,196,전라남도 강진군 강진읍 중앙로 69,79728
전라남도 강진군,한겨레외국어학원,국제화,276,전라남도 강진군 강진읍 현구길 40,79729
전라남도 강진군,해법영어전문학원,국제화,100,전라남도 강진군 강진읍 중앙로 75,79730
전라남도 강진군,화랑보습어학원,입시.검정 및 보습,27,전라남도 강진군 강진읍 서성2길 4,79731
전라남도 강진군,화음피아노학원,예능(대),56,전라남도 강진군 강진읍 중앙로 75-4,79732
전라남도 고흥군,e해법수학교습소,입시.검정 및 보습,48,전라남도 고흥군 도양읍 천마로 86,79733
전라남도 고흥군,김미성피아노교습소,예능(대),27,전라남도 고흥군 동강면 원유둔1길 24-14,79734
전라남도 고흥군,메이플수학교습소,입시.검정 및 보습,25,전라남도 고흥군 도양읍 남촌길 7,79735
전라남도 고흥군,해법영어교습소,입시.검정 및 보습,45,전라남도 고흥군 도양읍 남촌길 7,79736
전라남도 고흥군,ESL어학원,종합(대),60,전라남도 고흥군 고흥읍 신계학림길 1,79737
전라남도 고흥군,GnB영어전문학원,국제화,200,전라남도 고흥군 고흥읍 터미널길 14,79738
전라남도 고흥군,JS실용음악학원,예능(대),270,전라남도 고흥군 고흥읍 홍교길 23,79739
전라남도 고흥군,KIMSAcademy학원,국제화,80,전라남도 고흥군 도양읍 남촌길 21,79740
전라남도 고흥군,Mr.광쌤학원,입시.검정 및 보습,120,전라남도 고흥군 고흥읍 원동남계길 35,79741
전라남도 고흥군,SM 어학원,국제화,120,전라남도 고흥군 고흥읍 흥양길 7,79742
전라남도 고흥군,고흥예쁜손음악학원,예능(대),90,전라남도 고흥군 고흥읍 고흥로 1790,79743
전라남도 고흥군,고흥종로엠스쿨,입시.검정 및 보습,120,전라남도 고흥군 고흥읍 흥양길 9,79744
전라남도 고흥군,고흥커피학원,직업기술,60,전라남도 고흥군 과역면 원연등길 72-5,79745
전라남도 고흥군,꾸러기보습학원,입시.검정 및 보습,100,전라남도 고흥군 도양읍 비봉로 115,79746
전라남도 고흥군,남강사관학원,입시.검정 및 보습,200,전라남도 고흥군 고흥읍 신계학림길 1,79747
전라남도 고흥군,남도학원,종합(대),160,전라남도 고흥군 도양읍 녹동남촌3길 10,79748
전라남도 고흥군,노벨학원,입시.검정 및 보습,80,전라남도 고흥군 고흥읍 고흥로 1792-2,79749
전라남도 고흥군,대성수학학원,입시.검정 및 보습,110,전라남도 고흥군 고흥읍 고흥로 1792-2,79750
전라남도 고흥군,대영독서실,독서실,87,전라남도 고흥군 고흥읍 흥양길 17,79751
전라남도 고흥군,동그라미미술학원,예능(대),327,전라남도 고흥군 고흥읍 고흥로 1809,79752
전라남도 고흥군,라엘음악학원,예능(대),49,전라남도 고흥군 포두면 우주로 621-1,79753
전라남도 고흥군,로뎀아트팩토리,예능(대),110,전라남도 고흥군 고흥읍 원동남계길 5,79754
전라남도 고흥군,롯시니음악학원,예능(대),80,전라남도 고흥군 고흥읍 고흥로 1783,79755
전라남도 고흥군,리츠뮤직진음악학원,예능(대),132,전라남도 고흥군 고흥읍 흥양길 7,79756
전라남도 고흥군,바하음악학원,예능(대),128,전라남도 고흥군 고흥읍 고흥로 1785,79757
전라남도 고흥군,버터영어・해법교실학원,종합(대),175,전라남도 고흥군 고흥읍 고흥로 1792-3,79758
전라남도 고흥군,비비비(BBB)어학원,종합(대),135,전라남도 고흥군 도양읍 우주항공로 37,79759
전라남도 고흥군,비엔나피아노학원,예능(대),50,전라남도 고흥군 도양읍 남촌길 4-4,79760
전라남도 고흥군,석문학원,입시.검정 및 보습,240,전라남도 고흥군 고흥읍 흥양길 7,79761
전라남도 고흥군,소나무독서·논술학원,입시.검정 및 보습,174,전라남도 고흥군 고흥읍 원동남계길 10,79762
전라남도 고흥군,소리숲음악학원,예능(대),85,전라남도 고흥군 고흥읍 고흥로 1798,79763
전라남도 고흥군,쇼팽음악학원,예능(대),80,전라남도 고흥군 고흥읍 흥양길 9,79764
전라남도 고흥군,써밋23(summit23)학원,종합(대),86,전라남도 고흥군 고흥읍 흥양길 15,79765
전라남도 고흥군,애프터스쿨학원,입시.검정 및 보습,55,전라남도 고흥군 도양읍 녹동신항8길 13-5,79766
전라남도 고흥군,에이블영수학원,입시.검정 및 보습,132,전라남도 고흥군 고흥읍 고흥로 1811,79767
전라남도 고흥군,예쁜손피아노학원,예능(대),105,전라남도 고흥군 도양읍 녹동남촌2길 19,79768
전라남도 고흥군,정철어학원,국제화,48,전라남도 고흥군 고흥읍 고흥로 1783,79769
전라남도 고흥군,청명학원,입시.검정 및 보습,240,전라남도 고흥군 고흥읍 학교길 78,79770
전라남도 고흥군,충성학원,입시.검정 및 보습,64,전라남도 고흥군 도양읍 천마로 73,79771
전라남도 고흥군,케이영어학원,국제화,50,전라남도 고흥군 고흥읍 흥양길 18,79772
전라남도 고흥군,크니크니잉글리쉬학원,국제화,125,전라남도 고흥군 고흥읍 원동남계길 15,79773
전라남도 고흥군,탑클래스학원,입시.검정 및 보습,180,전라남도 고흥군 도양읍 천마로 84,79774
전라남도 고흥군,튼튼영어마스터클럽고흥어학원,국제화,175,전라남도 고흥군 고흥읍 흥양길 16,79775
전라남도 고흥군,한우리독서논술학원,입시.검정 및 보습,120,전라남도 고흥군 도양읍 녹동신항8길 25,79776
전라남도 곡성군,라엘피아노교습소,예능(대),50,전라남도 곡성군 곡성읍 삼인동길 20,79777
전라남도 곡성군,홍익현수학전문교습소,입시.검정 및 보습,32,전라남도 곡성군 곡성읍 학교로 90,79778
전라남도 곡성군,곡성튼튼영어마스터클럽학원,입시.검정 및 보습,288,전라남도 곡성군 입면 송전로 8,79779
전라남도 곡성군,석곡동성학원,입시.검정 및 보습,120,전라남도 곡성군 석곡면 능파2길 6-1,79780
전라남도 곡성군,시온음악학원,예능(대),64,전라남도 곡성군 곡성읍 삼인동길 13,79781
전라남도 곡성군,에덴피아노학원,예능(대),64,전라남도 곡성군 곡성읍 군청로 60-1,79782
전라남도 곡성군,옥과피아노플롯보습학원,종합(대),338,전라남도 곡성군 옥과면 대학로 185,79783
전라남도 곡성군,윤선생영어숲 옥과학원,입시.검정 및 보습,86,전라남도 곡성군 옥과면 대학로 198,79784
전라남도 곡성군,윤선생영어숲곡성학원,국제화,240,전라남도 곡성군 곡성읍 학교로 114,79785
전라남도 곡성군,주성학원,입시.검정 및 보습,60,전라남도 곡성군 곡성읍 삼인동길 9,79786
전라남도 곡성군,참스쿨학원,입시.검정 및 보습,70,전라남도 곡성군 옥과면 대학로 138,79787
전라남도 곡성군,청솔학원,입시.검정 및 보습,120,전라남도 곡성군 옥과면 대학로 191,79788
전라남도 곡성군,튼튼영어마스터클럽학원,국제화,105,전라남도 곡성군 옥과면 옥과4길 6,79789
전라남도 곡성군,푸른미술학원,예능(대),48,전라남도 곡성군 곡성읍 삼인동길 26,79790
전라남도 곡성군,푸른솔학원,입시.검정 및 보습,301,전라남도 곡성군 곡성읍 삼인동길 26,79791
전라남도 곡성군,하이클래스학원,입시.검정 및 보습,180,전라남도 곡성군 곡성읍 군청로 60-1,79792
전라남도 곡성군,한솔플러스수학학원,입시.검정 및 보습,75,전라남도 곡성군 곡성읍 학교로 114,79793
전라남도 광양시,123수학교습소,입시.검정 및 보습,45,전라남도 광양시 광양읍 대림오성로 11,79794
전라남도 광양시,가우스수학교습소,입시.검정 및 보습,36,전라남도 광양시 사동로 195,79795
전라남도 광양시,고운소리피아노교습소,예능(대),21,전라남도 광양시 광양읍 와룡길 21,79796
전라남도 광양시,김수학교습소,입시.검정 및 보습,27,전라남도 광양시 광양읍 인덕로 997,79797
전라남도 광양시,도움음악교습소,예능(대),45,광양시 광양읍 서평5길 20-9,79798
전라남도 광양시,라라피아노교습소,예능(대),15,전라남도 광양시 사동로 99,79799
전라남도 광양시,러닝수학교습소,입시.검정 및 보습,8,전라남도 광양시 폭포사랑길 55,79800
전라남도 광양시,마로수학교습소,입시.검정 및 보습,56,전라남도 광양시 광양읍 와룡길 43,79801
전라남도 광양시,멜로디아피아노교습소,예능(대),25,전라남도 광양시 진등6길 51,79802
전라남도 광양시,색채학미술교습소,예능(대),18,전라남도 광양시 광양읍 와룡길 43,79803
전라남도 광양시,서강NE능률주니어랩영어교습소,입시.검정 및 보습,56,전라남도 광양시 광장로 70,79804
전라남도 광양시,선율음악교습소,예능(대),54,전라남도 광양시 광양읍 서북2길 120,79805
전라남도 광양시,수채화미술교습소,예능(대),54,전라남도 광양시 광양읍 서평1길 102,79806
전라남도 광양시,써밋음악교습소,예능(대),12,전라남도 광양시 사동로 196,79807
전라남도 광양시,아이피카소미술교습소,예능(대),27,전라남도 광양시 광양읍 용강1길 12,79808
전라남도 광양시,오기범국어논술교습소,입시.검정 및 보습,30,전라남도 광양시 사동로 192,79809
전라남도 광양시,이진숙과학교습소,입시.검정 및 보습,24,전라남도 광양시 광양읍 용강1길 12,79810
전라남도 광양시,전경은스피치교습소,기타(대),54,전라남도 광양시 공영로 10,79811
전라남도 광양시,정명한자속독교습소,입시.검정 및 보습,18,전라남도 광양시 중마용소1길 5,79812
전라남도 광양시,튼튼푸르넷수학교습소,입시.검정 및 보습,54,전라남도 광양시 금영로 143(2층),79813
전라남도 광양시,파인수학교습소,입시.검정 및 보습,27,전라남도 광양시 금영로 143-1/ 2층,79814
전라남도 광양시,푸르넷무등수학교습소,입시.검정 및 보습,30,전라남도 광양시 중마로 230,79815
전라남도 광양시,푸르넷믿음수학교습소,입시.검정 및 보습,54,전라남도 광양시 세동길 4,79816
전라남도 광양시,해법영어교실교습소,입시.검정 및 보습,27,전라남도 광양시 영수길 4,79817
전라남도 광양시,21세기컴퓨터학원,종합(대),270,전라남도 광양시 광양읍 호북길 13-11,79818
전라남도 광양시,3년의약속학원,입시.검정 및 보습,240,전라남도 광양시 희망길 12-14,79819
전라남도 광양시,EBC독서실,독서실,101,전라남도 광양시 무등3길 9,79820
전라남도 광양시,EMS고등전문학원,입시.검정 및 보습,54,전라남도 광양시 광양읍 매천로 755,79821
전라남도 광양시,EiE고려대학교국제어학원,종합(대),336,전라남도 광양시 광장로 109,79822
전라남도 광양시,JL비엔나음악학원,예능(대),90,전라남도 광양시 진등2길 8,79823
전라남도 광양시,JS댄스스포츠학원,기타(대),250,전라남도 광양시 중마청룡길 9,79824
전라남도 광양시,J앤S수학영어학원,입시.검정 및 보습,170,전라남도 광양시 광양읍 와룡길 33,79825
전라남도 광양시,M&S수학과학전문학원,입시.검정 및 보습,88,전라남도 광양시 광장1길 37,79826
전라남도 광양시,MARO커피바리스타학원,직업기술,153,전라남도 광양시 광양읍 용강로 47,79827
전라남도 광양시,STA수학학원,입시.검정 및 보습,105,전라남도 광양시 구마길 61,79828
전라남도 광양시,c&c미술학원,예능(대),60,전라남도 광양시 진등5길 16,79829
전라남도 광양시,가야한문학원,입시.검정 및 보습,90,전라남도 광양시 영수3길 18,79830
전라남도 광양시,가온독서실,독서실,36,전라남도 광양시 광양읍 서평로 23,79831
전라남도 광양시,가온피아노학원,예능(대),95,전라남도 광양시 공영로 10,79832
전라남도 광양시,개천의용학원,입시.검정 및 보습,264,전라남도 광양시 광양읍 서평로 30,79833
전라남도 광양시,계명음악학원,예능(대),76,전라남도 광양시 동광길 29,79834
전라남도 광양시,광양ECC영어학원,국제화,720,전라남도 광양시 불로로 159,79835
전라남도 광양시,광양미용학원,직업기술,256,전라남도 광양시 광장로 148-2,79836
전라남도 광양시,교신학원,입시.검정 및 보습,320,전라남도 광양시 사동로 171,79837
전라남도 광양시,그라미음악학원,예능(대),60,전라남도 광양시 금영로 132,79838
전라남도 광양시,그린독서실,독서실,75,전라남도 광양시 광양읍 기두2길 35-11,79839
전라남도 광양시,글로벌와이티어학원,국제화,240,전라남도 광양시 광양읍 와룡길 12,79840
전라남도 광양시,금성M스쿨학원,입시.검정 및 보습,144,전라남도 광양시 광양읍 칠성로 30,79841
전라남도 광양시,김경선수학학원,입시.검정 및 보습,80,전라남도 광양시 광장1길 7,79842
전라남도 광양시,꿈나무미술웅변학원,종합(대),160,전라남도 광양시 중마로 203,79843
전라남도 광양시,꿈틀독서실,독서실,172,전라남도 광양시 광장1길 13,79844
전라남도 광양시,끌로이영어학원,입시.검정 및 보습,140,전라남도 광양시 구마4길 23,79845
전라남도 광양시,나나독서실,독서실,95,전라남도 광양시 광양읍 용강4길 5,79846
전라남도 광양시,네이버앤차일드유어학원,국제화,300,전라남도 광양시 사동로 186,79847
전라남도 광양시,눈높이러닝센터마동학원,입시.검정 및 보습,540,전라남도 광양시 진등5길 14,79848
전라남도 광양시,뉴전남컴퓨터학원,정보,90,전라남도 광양시 사동로 205-1,79849
전라남도 광양시,뉴포스아이티학원,종합(대),610,전라남도 광양시 중마로 334-1,79850
전라남도 광양시,뉴해법영어학원,입시.검정 및 보습,90,전라남도 광양시 광양읍 대림오성로 11,79851
전라남도 광양시,늘푸른음악학원,예능(대),126,전라남도 광양시 광장로 70,79852
전라남도 광양시,능률영어수학학원,입시.검정 및 보습,235,전라남도 광양시 광양읍 와룡길 30,79853
전라남도 광양시,다빈치미술학원,예능(대),50,전라남도 광양시 진등6길 51,79854
전라남도 광양시,대성N학원,입시.검정 및 보습,110,전라남도 광양시 진등5길 1,79855
전라남도 광양시,대신학원,입시.검정 및 보습,225,전라남도 광양시 광양읍 칠성로 74,79856
전라남도 광양시,대원아카데미학원,입시.검정 및 보습,80,전라남도 광양시 오류2길 1,79857
전라남도 광양시,더클래스독서실,독서실,102,전라남도 광양시 광장로 123,79858
전라남도 광양시,더클래스독서실제철점,독서실,102,전라남도 광양시 희망길 12-14,79859
전라남도 광양시,디자인스쿨학원,예능(대),100,전라남도 광양시 중마로 171,79860
전라남도 광양시,디자인플래닛미술학원,예능(대),90,전라남도 광양시 중마로 247,79861
전라남도 광양시,딱풀독서실,독서실,49,전라남도 광양시 중마로 267,79862
전라남도 광양시,라파라파어린이미래센터학원,입시.검정 및 보습,100,전라남도 광양시 진등2길 24,79863
전라남도 광양시,로드맵수학학원,입시.검정 및 보습,150,전라남도 광양시 공영로 62,79864
전라남도 광양시,리더스영어학원,입시.검정 및 보습,30,전라남도 광양시 광양읍 대림오성로 139,79865
전라남도 광양시,마동GNB어학원,국제화,175,전라남도 광양시 사동로 174,79866
전라남도 광양시,마로해법영어학원,입시.검정 및 보습,140,전라남도 광양시 광양읍 와룡길 40,79867
전라남도 광양시,매쓰트리수학학원,종합(대),390,전라남도 광양시 사동로 180,79868
전라남도 광양시,멘토스쿨학원,입시.검정 및 보습,360,전라남도 광양시 중마로 247,79869
전라남도 광양시,모세스어학원 마동분원,국제화,304,전라남도 광양시 사동로 246,79870
전라남도 광양시,목원음악학원,예능(대),120,전라남도 광양시 광양읍 서평1길 6,79871
전라남도 광양시,뮤엠영어광영캠퍼스학원,국제화,196,전라남도 광양시 광영로 148,79872
전라남도 광양시,미래컴퓨터학원,정보,144,전라남도 광양시 공영로 64,79873
전라남도 광양시,민족사관영재학원,입시.검정 및 보습,520,전라남도 광양시 중마중앙로 61,79874
전라남도 광양시,믿음음악학원,예능(대),140,전라남도 광양시 광양읍 용강로 28,79875
전라남도 광양시,믿음음악학원마로분원,예능(대),126,전라남도 광양시 광양읍 와룡길 33,79876
전라남도 광양시,배순아음악학원,예능(대),72,전라남도 광양시 광양읍 서평1길 96,79877
전라남도 광양시,배움터보습학원,입시.검정 및 보습,111,전라남도 광양시 광양읍 용강4길 5,79878
전라남도 광양시,백운영재사관학원,종합(대),360,전라남도 광양시 광장로 112-20,79879
전라남도 광양시,베토벤음악학원,예능(대),100,전라남도 광양시 광양읍 대림오성로 8-1,79880
전라남도 광양시,블랙풀댄스스포츠학원,기예(대),200,전라남도 광양시 중마청룡길 12-7,79881
전라남도 광양시,비바체음악학원,예능(대),60,전라남도 광양시 광양읍 와룡길 30-1/ 2층,79882
전라남도 광양시,비엘비(BLB)뷰티아카데미미용학원,직업기술,200,전라남도 광양시 중마청룡길 8,79883
전라남도 광양시,비욘드학원,입시.검정 및 보습,140,전라남도 광양시 오류로 69,79884
전라남도 광양시,빈음악학원,예능(대),72,전라남도 광양시 광양읍 성북길 23,79885
전라남도 광양시,삼성영어학원,입시.검정 및 보습,140,전라남도 광양시 광양읍 와룡4길 2,79886
전라남도 광양시,상아초등전문학원,입시.검정 및 보습,150,전라남도 광양시 광양읍 와룡길 40,79887
전라남도 광양시,상아탑학원,입시.검정 및 보습,70,전라남도 광양시 광양읍 서평2길 14,79888
전라남도 광양시,샤인음악학원,예능(대),80,전라남도 광양시 광양읍 서평로 45,79889
전라남도 광양시,서일어학원,국제화,300,전라남도 광양시 광양읍 용강1길 12,79890
전라남도 광양시,선영미술학원,예능(대),60,전라남도 광양시 영수길 83,79891
전라남도 광양시,선한국무용학원,기예(대),40,전라남도 광양시 광양읍 읍성3길 10,79892
전라남도 광양시,성균관학원,입시.검정 및 보습,100,전라남도 광양시 영수길 84 (2층),79893
전라남도 광양시,성운영수학원,입시.검정 및 보습,150,전라남도 광양시 광양읍 서평로 45,79894
전라남도 광양시,성운학원,입시.검정 및 보습,210,전라남도 광양시 광양읍 성북길 17,79895
전라남도 광양시,세바인학원,입시.검정 및 보습,64,전라남도 광양시 광양읍 은장도길 10,79896
전라남도 광양시,세종아카데미학원,종합(대),380,전라남도 광양시 광양읍 호북길 16,79897
전라남도 광양시,소리사랑음악학원,예능(대),68,전라남도 광양시 광장1길 11,79898
전라남도 광양시,소리샘음악학원,예능(대),78,전라남도 광양시 광영로 128,79899
전라남도 광양시,소망보습학원,입시.검정 및 보습,60,전라남도 광양시 영수길 173,79900
전라남도 광양시,소소리자기주도멘토링학원,입시.검정 및 보습,82,전라남도 광양시 사동로 191,79901
전라남도 광양시,솔로몬독서실,독서실,54,전라남도 광양시 중마로 245,79902
전라남도 광양시,송보프라임학원,입시.검정 및 보습,150,전라남도 광양시 광양읍 와룡길 40,79903
전라남도 광양시,송호일본어전문학원,국제화,160,전라남도 광양시 광양읍 읍내중앙길 37,79904
전라남도 광양시,수클래스학원,입시.검정 및 보습,140,전라남도 광양시 오류로 62,79905
전라남도 광양시,수학의눈학원,입시.검정 및 보습,140,전라남도 광양시 광양읍 용강로 47,79906
전라남도 광양시,스마트독서실,독서실,88,전라남도 광양시 진등1길 3-16,79907
전라남도 광양시,스카이에듀플러스학원,입시.검정 및 보습,125,전라남도 광양시 중마로 263,79908
전라남도 광양시,아리음악학원,예능(대),50,전라남도 광양시 눈소4길 65,79909
전라남도 광양시,아이비티주니어영어학원,국제화,124,전라남도 광양시 사동로 173-1 (2층),79910
전라남도 광양시,아이엘씨어학원,종합(대),210,전라남도 광양시 광양읍 서북로 67,79911
전라남도 광양시,아트M스쿨학원,종합(대),50,전라남도 광양시 중마중앙로 43,79912
전라남도 광양시,알엔알잉글리쉬(R&REnglish)어학원,국제화,420,전라남도 광양시 자작길 35,79913
전라남도 광양시,앙상블음악학원,예능(대),80,전라남도 광양시 공영로 58,79914
전라남도 광양시,어린음악대마동원음악학원,예능(대),96,전라남도 광양시 진등6길 11,79915
전라남도 광양시,에듀TOP학원제철분원,입시.검정 및 보습,200,전라남도 광양시 백운로 1638-11,79916
전라남도 광양시,에듀오륜학원,입시.검정 및 보습,200,전라남도 광양시 광양읍 용강2길 14,79917
전라남도 광양시,에셀음악학원,예능(대),66,전라남도 광양시 광양읍 은장도길 10,79918
전라남도 광양시,에스클래스학원,입시.검정 및 보습,240,전라남도 광양시 광양읍 와룡길 6(2층),79919
전라남도 광양시,에이치브이아이티학원,입시.검정 및 보습,200,전라남도 광양시 공영로 72,79920
전라남도 광양시,엘리제피아노기타학원,예능(대),67,전라남도 광양시 광양읍 용강3길 15,79921
전라남도 광양시,엘리트바둑학원,기타(대),180,전라남도 광양시 중마로 273,79922
전라남도 광양시,엘림음악학원,예능(대),50,전라남도 광양시 광장로 112-20,79923
전라남도 광양시,엠아이티(MIT)학원,입시.검정 및 보습,180,전라남도 광양시 오류로 62,79924
전라남도 광양시,영어종결센터중동학원,입시.검정 및 보습,150,전라남도 광양시 공영로 10,79925
전라남도 광양시,예감실용음악학원,예능(대),120,전라남도 광양시 중마로 318,79926
전라남도 광양시,예능음악학원,예능(대),210,전라남도 광양시 가야로 380,79927
전라남도 광양시,예원음악학원,예능(대),66,전라남도 광양시 광장로 130,79928
전라남도 광양시,예초미술학원,예능(대),150,전라남도 광양시 구마4길 21,79929
전라남도 광양시,예향피아노학원,예능(대),90,전라남도 광양시 희망길 12-14,79930
전라남도 광양시,옥스퍼드어학원,종합(대),300,전라남도 광양시 광양읍 서평로 19,79931
전라남도 광양시,용강해법영어학원,국제화,120,전라남도 광양시 광양읍 용강3길 11,79932
전라남도 광양시,웅진씽크빅학습센터 마동학원,입시.검정 및 보습,840,전라남도 광양시 사동로 182,79933
전라남도 광양시,위너스아카데미학원,입시.검정 및 보습,42,전라남도 광양시 광장로 70,79934
전라남도 광양시,유신영음악학원,예능(대),100,전라남도 광양시 광영로 142,79935
전라남도 광양시,유앤아이PDI영어학원,입시.검정 및 보습,192,전라남도 광양시 사동로 189,79936
전라남도 광양시,유투엠학원,종합(대),188,전라남도 광양시 사동로 179,79937
전라남도 광양시,윤선생IGSE광양마동학원,입시.검정 및 보습,200,전라남도 광양시 진등5길 16,79938
전라남도 광양시,으뜸학원,입시.검정 및 보습,160,전라남도 광양시 광장1길 31,79939
전라남도 광양시,은파음악학원,예능(대),72,전라남도 광양시 공영로 10,79940
전라남도 광양시,음사랑음악학원,예능(대),152,전라남도 광양시 사동로 186,79941
전라남도 광양시,음사랑음악학원2분원,예능(대),150,전라남도 광양시 오류로 53,79942
전라남도 광양시,의미있는간호학원,직업기술,80,전라남도 광양시 중동로 104,79943
전라남도 광양시,이보영토킹클럽학원동광양분원,국제화,200,전라남도 광양시 광장1길 29,79944
전라남도 광양시,이젠TCC수학학원,종합(대),160,전라남도 광양시 광양읍 용강4길 5,79945
전라남도 광양시,이지매쓰수학학원,입시.검정 및 보습,32,전라남도 광양시 광양읍 기두3길 18-1,79946
전라남도 광양시,이투엠(EtoM)영수학원,입시.검정 및 보습,96,전라남도 광양시 광양읍 서평1길 96,79947
전라남도 광양시,이헌수학스쿨용강학원,입시.검정 및 보습,180,전라남도 광양시 광양읍 와룡길 12,79948
전라남도 광양시,이헌수학학원,입시.검정 및 보습,200,전라남도 광양시 광양읍 서북로 46,79949
전라남도 광양시,잉글리쉬무무광영학원,입시.검정 및 보습,60,전라남도 광양시 광영로 138 (2층),79950
전라남도 광양시,재즈피아음악학원,예능(대),42,전라남도 광양시 사동로 193,79951
전라남도 광양시,전남아카데미학원,입시.검정 및 보습,360,전라남도 광양시 불로로 139,79952
전라남도 광양시,정상학원,입시.검정 및 보습,140,전라남도 광양시 사동로 184,79953
전라남도 광양시,조쌤수학학원,입시.검정 및 보습,288,전라남도 광양시 사동로 205,79954
전라남도 광양시,조은독서실,독서실,79,전라남도 광양시 광양읍 인덕로 1016,79955
전라남도 광양시,존영어학원,국제화,250,전라남도 광양시 중마로 245,79956
전라남도 광양시,좋은학원,입시.검정 및 보습,102,전라남도 광양시 광양읍 서북2길 104 (1층),79957
전라남도 광양시,중앙음악학원,예능(대),60,전라남도 광양시 금영로 175-1,79958
전라남도 광양시,지성독서실,독서실,87,전라남도 광양시 중촌길1,79959
전라남도 광양시,진상학원,종합(대),210,전라남도 광양시 진상면 신시2길 31,79960
전라남도 광양시,차수학스마트학원,입시.검정 및 보습,204,전라남도 광양시 영수길 95,79961
전라남도 광양시,차수학학원광양중동캠퍼스,입시.검정 및 보습,60,전라남도 광양시 광장로 103,79962
전라남도 광양시,차스어학원,국제화,320,전라남도 광양시 광장로 103,79963
전라남도 광양시,청담에픽학원,입시.검정 및 보습,210,전라남도 광양시 중마로 267,79964
전라남도 광양시,청어람학원,입시.검정 및 보습,120,전라남도 광양시 광양읍 매천로 805,79965
전라남도 광양시,칸타타음악학원,예능(대),66,전라남도 광양시 광양읍 용강2길 13-10 (2층),79966
전라남도 광양시,콘체르토현학원,예능(대),25,전라남도 광양시 광양읍 서산길 80,79967
전라남도 광양시,클릭컴퓨터학원,정보,80,전라남도 광양시 광양읍 칠성로 88-1,79968
전라남도 광양시,타임영어학원,국제화,34,전라남도 광양시 중마로 233,79969
전라남도 광양시,탄탄수학학원,입시.검정 및 보습,180,전라남도 광양시 중마로 233,79970
전라남도 광양시,탑아카데미학원,입시.검정 및 보습,72,전라남도 광양시 오류5길 41,79971
전라남도 광양시,탑클래스(TopClass)어학원,국제화,180,전라남도 광양시 진등길 55-5,79972
전라남도 광양시,테드어학원,입시.검정 및 보습,120,전라남도 광양시 공영로 64,79973
전라남도 광양시,토마스잉글리시스쿨학원(용강분원),종합(대),320,전라남도 광양시 광양읍 와룡길 31,79974
전라남도 광양시,토마스잉글리시스쿨학원마동분원,국제화,350,전라남도 광양시 사동로 188,79975
전라남도 광양시,토마스잉글리시어학원(제철분원),국제화,240,전라남도 광양시 백운로 1638-11,79976
전라남도 광양시,토킹타운영어학원,국제화,180,전라남도 광양시 광양읍 서북로 33,79977
전라남도 광양시,튼튼영어마스터클럽마동학원,종합(대),70,전라남도 광양시 진등5길 14,79978
전라남도 광양시,튼튼영어마스터클럽어학원,국제화,280,전라남도 광양시 광장로 132(3층),79979
전라남도 광양시,튼튼영어마스터클럽용강어학원,국제화,105,전라남도 광양시 광양읍 용강4길 5,79980
전라남도 광양시,튼튼영어마스터클럽제철어학원,국제화,100,전라남도 광양시 희망길 12-14,79981
전라남도 광양시,파란미술학원,예능(대),60,전라남도 광양시 오류로 67,79982
전라남도 광양시,파인영어학원,입시.검정 및 보습,192,전라남도 광양시 사동로 206,79983
전라남도 광양시,포르테음악학원,예능(대),60,전라남도 광양시 광양읍 와룡길 43,79984
전라남도 광양시,푸르넷마로학원,입시.검정 및 보습,390,전라남도 광양시 광양읍 와룡길 43,79985
전라남도 광양시,푸르넷수람학원,입시.검정 및 보습,60,전라남도 광양시 금영로 137,79986
전라남도 광양시,푸르넷아카데미학원,입시.검정 및 보습,160,전라남도 광양시 오류로 60,79987
전라남도 광양시,푸르넷에듀잉글리쉬버디학원,입시.검정 및 보습,200,전라남도 광양시 불로로 135,79988
전라남도 광양시,푸르넷중마학원,입시.검정 및 보습,96,전라남도 광양시 구마9길 42-1,79989
전라남도 광양시,푸르넷큰이룸학원,입시.검정 및 보습,120,전라남도 광양시 광장로 9,79990
전라남도 광양시,프라임영수학원,입시.검정 및 보습,210,전라남도 광양시 사동로 193,79991
전라남도 광양시,프로아카데미학원,입시.검정 및 보습,100,전라남도 광양시 구마4길 25,79992
