,역번호,역사명,노선번호,노선명,환승역구분,환승노선번호,환승노선명,역위도,역경도,주소,시도코드,시군구코드,법정동코드,환승노선개수
183,109,용문,S3001,대전도시철도 1호선,일반역,,,36.338252,127.393317,대전광역시 서구,25,25030,3017000000,0
184,109,대사역,L4801,부산-김해경전철,일반역,,,35.217686,128.938423,부산광역시 강서구,21,21120,2644000000,0
185,109,김포공항역,L4101,김포골드라인,환승역,,"공항철도,서울교통공사5호선,서울교통공사9호선운영㈜",37.56233524,126.8019511,서울특별시 강서구,11,11160,1150000000,1
186,109,농성역,S2901,광주도시철도 1호선,일반역,,,35.153563,126.883973,광주광역시 서구,24,24020,2914000000,0
187,110,화정역,S2901,광주도시철도 1호선,일반역,,,35.150381,126.877698,광주광역시 서구,24,24020,2914000000,0
188,110,자갈치역,S2601,부산도시철도 1호선,일반역,,,35.097372,129.02667,부산광역시 중구,21,21010,2611000000,0
189,110,불암역,L4801,부산-김해경전철,일반역,,,35.222192,128.927875,경상남도 김해시,38,38070,4825000000,0
190,110,탄방,S3001,대전도시철도 1호선,일반역,,,36.34544,127.384603,대전광역시 서구,25,25030,3017000000,0
191,110,의정부역,k0205,경원선,일반역,,,37.73873,127.045891,경기도 의정부시,31,31030,4115000000,0
192,110,불암역,L4801,부산-김해경전철,일반역,,,35.222192,128.927875,경상남도 김해시,38,38070,4825000000,0
193,111,쌍촌역,S2901,광주도시철도 1호선,일반역,,,35.151793,126.869519,광주광역시 서구,24,24020,2914000000,0
194,111,이촌역,k0205,경의중앙선,환승역,,경의중앙/4,37.522476,126.973816,서울특별시 용산구,11,11030,1117000000,1
195,111,지내역,L4801,부산-김해경전철,일반역,,,35.227492,128.923782,경상남도 김해시,38,38070,4825000000,0
196,111,회룡역,k0205,경원선,환승역,,경원/경전철,37.724037,127.047319,경기도 의정부시,31,31030,4115000000,1
197,111,시청,S3001,대전도시철도 1호선,일반역,,,36.351673,127.386739,대전광역시 서구,25,25030,3017000000,0
198,111,남포역,S2601,부산도시철도 1호선,일반역,,,35.097953,129.034869,부산광역시 중구,21,21010,2611000000,0
199,111,지내역,L4801,부산-김해경전철,일반역,,,35.227492,128.923782,경상남도 김해시,38,38070,4825000000,0
200,112,김해대학역,L4801,부산-김해경전철,일반역,,,35.229015,128.915561,경상남도 김해시,38,38070,4825000000,0
